train_acc,train_loss,val_acc,val_loss
0.693,1.0203334,0.829873417721519,0.51439774
0.8318,0.49158263,0.8479113924050631,0.43434867
0.8538199999999999,0.41822597,0.8651898734177215,0.38845584
0.86427,0.38383222,0.8625949367088609,0.3791006
0.87189,0.35825506,0.8737974683544304,0.34816185
0.8756600000000001,0.340781,0.8767088607594935,0.3370466
0.8825299999999999,0.32276493,0.8789240506329115,0.34130394
0.88476,0.3106814,0.8782911392405062,0.33073696
0.8894000000000001,0.29667842,0.8805696202531645,0.33664143
0.893,0.28673983,0.8781645569620253,0.33806044
0.8950199999999999,0.2780068,0.8847468354430381,0.32146752
0.89873,0.26822877,0.881139240506329,0.3389181
0.90039,0.26123706,0.8784177215189873,0.34146804
0.90333,0.2525146,0.8851898734177216,0.3263796
0.9061800000000001,0.24335538,0.884873417721519,0.3260889
0.90714,0.23733203,0.8805063291139241,0.34073564
0.9098099999999999,0.23102234,0.879240506329114,0.33248985
0.9111600000000001,0.22390631,0.8775316455696202,0.34421584
0.91385,0.21651973,0.8814556962025317,0.34938103
0.91568,0.21171814,0.8838607594936709,0.35186133
0.91779,0.20610458,0.8808227848101265,0.35674542
0.91847,0.20218296,0.8792405063291139,0.36236784
0.9208099999999999,0.1950888,0.8755063291139239,0.37281293
0.9221699999999999,0.19054462,0.8832278481012659,0.3806437
0.92453,0.18399057,0.8843037974683546,0.38639256
0.9254600000000001,0.18250549,0.8763924050632913,0.3843481
0.92809,0.17588346,0.8716455696202533,0.41697904
0.92868,0.17340134,0.87373417721519,0.41953427
0.93007,0.16856946,0.8733544303797469,0.41478202
0.93131,0.16540258,0.8744936708860761,0.41940954
0.93417,0.15858975,0.8735443037974683,0.4328511
0.93401,0.15757169,0.8780379746835444,0.43811238
0.93599,0.15443435,0.8743037974683543,0.43388367
0.9384699999999999,0.14847909,0.8780379746835444,0.44405335
0.93868,0.14735718,0.8706329113924051,0.45445135
0.9399399999999999,0.14449017,0.8703164556962026,0.4897904
0.9409399999999998,0.14073241,0.8739240506329115,0.47999775
0.94246,0.13813412,0.8733544303797469,0.47941086
0.94425,0.13460083,0.8732278481012659,0.49565014
0.9438999999999999,0.1339893,0.8701265822784812,0.50168824
0.9460299999999999,0.12853742,0.873860759493671,0.5109908
0.9462200000000001,0.12686896,0.8763291139240506,0.5271052
0.94834,0.12348057,0.8717088607594938,0.5207948
0.9476899999999999,0.12518235,0.8698734177215189,0.5362136
0.94895,0.1215379,0.8709493670886077,0.5603789
0.95041,0.11583784,0.868860759493671,0.5759905
0.95134,0.11575924,0.8694303797468355,0.5569044
0.95183,0.11595645,0.8682911392405063,0.5595171
0.95392,0.11070898,0.8650632911392405,0.60062224
0.9541099999999999,0.11000273,0.8681012658227848,0.6229199
0.95502,0.108370736,0.8703797468354431,0.60323924
0.95527,0.10764896,0.8663291139240507,0.6106768
0.95623,0.10377095,0.8692405063291141,0.6071382
0.9564,0.10511385,0.8658860759493673,0.62826437
0.95796,0.10219273,0.8688607594936709,0.6218349
0.95804,0.099876106,0.8697468354430379,0.6715265
0.95883,0.098300226,0.8639873417721519,0.6554749
0.95926,0.0986507,0.8659493670886076,0.6850246
0.9603499999999999,0.09539871,0.8644936708860758,0.7042423
0.9600700000000001,0.094216585,0.8685443037974685,0.6831939
0.9609,0.09446059,0.8699999999999999,0.7301351
0.9622200000000001,0.090857595,0.8594303797468353,0.6925531
0.9620299999999999,0.091406815,0.8679113924050632,0.70095015
0.9631300000000002,0.08885881,0.8641139240506331,0.7321552
0.9641700000000001,0.086790614,0.8656329113924052,0.7259593
0.96524,0.08534357,0.8670253164556962,0.7556982
0.96461,0.08557437,0.8663924050632912,0.7481394
0.96346,0.088767976,0.861012658227848,0.767147
0.96646,0.082451925,0.864873417721519,0.7807111
0.9637,0.088552125,0.8631645569620253,0.7366543
0.9688100000000001,0.07600982,0.865126582278481,0.77602184
0.9666800000000001,0.08176226,0.8686075949367089,0.75360614
0.9661200000000001,0.083179995,0.8695569620253164,0.77813506
0.9685900000000002,0.07709108,0.8656962025316456,0.79539907
0.96857,0.07672328,0.864620253164557,0.81252396
0.9671200000000001,0.07977585,0.8650632911392405,0.82391727
0.9695500000000001,0.074751645,0.8636075949367088,0.8333393
0.9695000000000001,0.07570747,0.8626582278481013,0.86628586
0.9691100000000001,0.07751897,0.8639240506329114,0.8081811
0.97054,0.0729664,0.8639240506329112,0.8259253
0.9695,0.07420157,0.8686708860759493,0.8260693
0.9698800000000001,0.074861355,0.8654430379746836,0.863114
0.9713400000000001,0.07043506,0.8659493670886076,0.89463973
0.97043,0.0718089,0.8670253164556962,0.8577875
0.9713400000000001,0.07206952,0.864493670886076,0.8827137
0.9713500000000002,0.071161196,0.8613291139240506,0.9037914
0.9732700000000001,0.068386115,0.8631012658227848,0.9019565
0.9726500000000001,0.06853087,0.8654430379746836,0.88220507
0.9711200000000001,0.073222786,0.8618987341772151,0.8742204
0.9747700000000002,0.063329205,0.8680379746835442,0.8771654
0.97367,0.06602891,0.8631012658227848,0.89718944
0.9716300000000001,0.07158545,0.8649367088607595,0.90045667
0.97482,0.06244044,0.8687341772151899,0.89956915
0.9726400000000001,0.068350025,0.8656962025316456,0.918983
0.9749300000000001,0.06258337,0.8662658227848101,0.9356444
0.9730200000000001,0.0676365,0.8610759493670886,0.8904718
0.9762000000000002,0.060172327,0.8652531645569619,0.923456
0.97418,0.06475717,0.8639240506329114,0.9280056
0.9741000000000002,0.062765166,0.865126582278481,0.9416874
0.9755100000000002,0.061302595,0.8663291139240504,0.9724778
