train_acc,train_loss,val_acc,val_loss
0.2431,2.4927192,0.5198101265822784,1.474455
0.6600900000000001,1.0527501,0.7487974683544304,0.7824523
0.7692899999999999,0.70857924,0.7831012658227849,0.6631607
0.7995500000000001,0.6024388,0.8111392405063291,0.57157946
0.82127,0.52971345,0.8222784810126581,0.5263074
0.8349200000000001,0.48626173,0.8389240506329114,0.4881699
0.84621,0.4495404,0.8456329113924049,0.45765033
0.85389,0.4179322,0.8490506329113923,0.4521492
0.8611099999999999,0.39245102,0.8527848101265821,0.43164062
0.8661700000000001,0.3740918,0.8456962025316456,0.46286702
0.87168,0.35648662,0.8584810126582277,0.41771176
0.87667,0.33824056,0.8603164556962025,0.42005482
0.8816199999999998,0.32231355,0.8615189873417722,0.41764736
0.8852000000000001,0.31266716,0.861012658227848,0.42773786
0.88727,0.30300018,0.8587974683544304,0.42674324
0.89088,0.29200855,0.8618987341772152,0.4296419
0.89235,0.2840495,0.8694936708860759,0.40293145
0.89589,0.27560905,0.8677848101265822,0.41967687
0.8982100000000001,0.2657593,0.8622784810126582,0.44234115
0.9006700000000001,0.25865477,0.8610759493670885,0.44802177
0.90297,0.2525264,0.8646835443037975,0.43282515
0.9045800000000002,0.24749686,0.8637974683544303,0.44644475
0.90553,0.24209554,0.8625949367088607,0.4557917
0.9063,0.2385454,0.8658227848101263,0.44437665
0.9093600000000001,0.23158006,0.8694303797468355,0.44197482
0.91045,0.22825094,0.865759493670886,0.44173768
0.91226,0.22262427,0.8634810126582277,0.46517983
0.91344,0.22226419,0.8597468354430379,0.48834908
0.9146899999999999,0.2174678,0.8690506329113924,0.46071848
0.91623,0.2121459,0.8653797468354432,0.47196063
0.91759,0.2093011,0.8634810126582277,0.48151717
0.91885,0.20467572,0.8687341772151899,0.48786724
0.9195,0.20396389,0.8630379746835444,0.5085567
0.9201399999999998,0.19967692,0.8654430379746836,0.49447912
0.92294,0.19407925,0.8634177215189874,0.4968953
0.92369,0.19308265,0.8606329113924052,0.51054066
0.9232899999999999,0.19226891,0.865759493670886,0.4982421
0.92515,0.18730466,0.8642405063291139,0.5056478
0.9255999999999999,0.18465005,0.8649367088607592,0.519243
0.92651,0.18304083,0.8645569620253166,0.5413886
0.92731,0.18200238,0.8648101265822786,0.5247708
0.9283199999999999,0.17813058,0.865126582278481,0.5388853
0.92828,0.17583494,0.8621518987341774,0.5388299
0.9294799999999999,0.17668205,0.86,0.5331081
0.9315899999999999,0.1734058,0.8603164556962025,0.553585
0.93084,0.1705103,0.8655063291139242,0.53431547
0.93294,0.16880319,0.8613291139240504,0.60075796
0.9328999999999998,0.16848586,0.860379746835443,0.5693207
0.9341999999999999,0.16338684,0.8639873417721519,0.57410383
0.9338599999999999,0.16417392,0.8649999999999999,0.60399574
0.93482,0.1608023,0.8628481012658227,0.58530205
0.93572,0.1616501,0.8620253164556961,0.61157525
0.9369700000000001,0.15832055,0.8646835443037975,0.57431775
0.93876,0.15200348,0.859873417721519,0.6313587
0.93774,0.15610828,0.8628481012658229,0.59702283
0.9388399999999999,0.15267153,0.8605063291139241,0.62913936
0.93985,0.1513237,0.8583544303797469,0.6079302
0.9392499999999999,0.15044287,0.8618354430379748,0.6499751
0.9423499999999999,0.14452945,0.8587974683544304,0.6618254
0.94152,0.14551063,0.86,0.63872313
0.94134,0.14774269,0.8639873417721519,0.62132037
0.94311,0.14276795,0.8619620253164557,0.6386473
0.94461,0.13861093,0.8565822784810126,0.6914704
0.9452099999999999,0.13747083,0.8612025316455694,0.6417292
0.94517,0.13967331,0.8572784810126584,0.6562698
0.9463499999999999,0.13493948,0.8584810126582277,0.67136186
0.94683,0.13452253,0.8598101265822783,0.63790476
0.94868,0.12977219,0.8579746835443036,0.6900463
0.94745,0.13340873,0.8574050632911392,0.6906803
0.94925,0.12784196,0.8536075949367089,0.7607195
0.94886,0.12985025,0.8570253164556961,0.73017085
0.95138,0.12528737,0.8613291139240504,0.7009378
0.95043,0.12600505,0.8591772151898734,0.7344202
0.94999,0.12691072,0.8572151898734177,0.7490466
0.9505,0.12700397,0.8567088607594937,0.72416127
0.95225,0.119702086,0.8518354430379748,0.7681261
0.94996,0.12778865,0.8578481012658229,0.76246375
0.9526099999999998,0.120526455,0.8570253164556964,0.73152643
0.95462,0.11648613,0.8601265822784808,0.748166
0.95313,0.12060509,0.8579113924050633,0.7238459
0.9542200000000001,0.11816388,0.8541139240506328,0.7784016
0.9538999999999999,0.118121825,0.8548101265822785,0.7594972
0.95589,0.11190734,0.8518987341772153,0.79180604
0.9552099999999999,0.113255136,0.8515189873417721,0.7768218
0.9557899999999999,0.11392067,0.8571518987341771,0.79757935
0.9570599999999999,0.11040155,0.8529746835443037,0.7864687
0.95652,0.11293793,0.8536708860759493,0.7895948
0.9567899999999999,0.10964542,0.8530379746835444,0.88267326
0.9576600000000001,0.10943694,0.8531012658227848,0.82315177
0.9569500000000001,0.110446915,0.8553164556962024,0.81521416
0.9578099999999999,0.10781616,0.8544936708860759,0.83426964
0.9575499999999999,0.109408766,0.8540506329113924,0.7602858
0.95961,0.10264456,0.8551265822784812,0.8219855
0.9597,0.10519282,0.8560759493670885,0.8734266
0.9593900000000001,0.106007054,0.8470886075949368,0.88002634
0.9585499999999999,0.10611946,0.8532911392405063,0.8374908
0.95999,0.10291644,0.8568354430379744,0.85798144
0.9604000000000001,0.10173692,0.855886075949367,0.86396194
0.96125,0.09864756,0.8536708860759492,0.84619343
0.9605699999999999,0.10322276,0.85373417721519,0.8456446
